店铺名,评论数,人均,口味分,环境分,服务分,地址,电话
Now Mansion闹公馆,361条评论,1407元,9.2,9.2,9.2,百子湾路16号百子园4B-102朝北底商(燕新兆园加油站斜对面),13911970695
